Player,Overall_Shooting_Rating,Total_Shots,Goals,Goal_Rate_%,Avg_Shot_Quality,Shot_Consistency,Best_Shot,Worst_Shot
ibrahima mbaye,60.0,23,3,13.0,58.1,23.2,100.0,30.0
ivan rakitic,60.0,271,35,12.9,58.1,24.2,100.0,13.0
luca rizzo,60.0,25,1,4.0,59.4,22.1,97.0,34.0
sebastien de maio,60.0,35,5,14.3,57.8,23.6,98.0,13.0
manu trigueros,60.0,125,7,5.6,59.1,22.7,100.0,32.0
jony,60.0,64,5,7.8,58.9,23.5,95.0,28.0
fabio simplicio,60.0,19,4,21.1,59.9,25.2,100.0,34.0
gorka elustondo,60.0,43,3,7.0,58.9,25.5,98.0,28.0
mexer,60.0,22,4,18.2,57.3,24.5,97.0,28.0
marco hoger,60.0,50,5,10.0,58.5,23.9,100.0,32.0
mohamed diame,60.0,60,8,13.3,58.0,24.9,100.0,33.0
lorenzo insigne,60.0,394,28,7.1,58.9,24.0,100.0,27.0
philippe coutinho,60.0,406,30,7.4,58.9,22.7,100.0,29.0
gael kakuta,60.0,81,8,9.9,58.5,24.5,100.0,28.0
antoine devaux,60.0,104,6,5.8,59.1,23.9,99.0,33.0
lynel kitambala,60.0,18,0,0.0,66.6,25.9,97.0,33.0
francesco tavano,60.0,45,2,4.4,59.3,22.0,99.0,31.0
juan cuadrado,60.0,62,4,6.5,59.1,25.5,100.0,29.0
aristide bance,60.0,27,0,0.0,60.0,22.1,100.0,28.0
massimo coda,60.0,46,2,4.3,59.3,22.8,100.0,34.0
jonathan dos santos,60.0,47,4,8.5,58.7,22.9,97.0,32.0
hassan yebda,60.0,21,1,4.8,59.2,26.3,99.0,31.0
maxwel cornet,59.9,35,4,11.4,58.1,19.9,100.0,35.0
thomas ayasse,59.9,21,4,19.0,57.0,26.3,95.0,13.0
filip kostic,59.9,119,10,8.4,58.6,23.1,100.0,25.0
jason puncheon,59.9,216,15,6.9,58.8,23.5,100.0,29.0
keisuke honda,59.9,112,8,7.1,58.8,22.8,100.0,30.0
morgan amalfitano,59.9,141,9,6.4,59.0,24.6,100.0,27.0
ken ilso,59.9,30,2,6.7,58.9,24.4,100.0,32.0
walter gargano,59.9,55,3,5.5,59.1,24.7,100.0,33.0
morales,59.9,110,8,7.3,58.8,23.7,100.0,32.0
lica,59.9,24,0,0.0,59.9,22.3,98.0,25.0
daniel wass,59.9,253,29,11.5,58.2,23.7,100.0,28.0
francois modesto,59.9,25,5,20.0,56.9,25.2,99.0,13.0
niklas sule,59.9,41,6,14.6,57.7,23.9,100.0,30.0
karl toko ekambi,59.9,42,2,4.8,59.2,23.7,99.0,33.0
danilo,59.9,115,11,9.6,58.4,24.3,100.0,31.0
albert bunjaku,59.8,21,1,4.8,59.1,22.1,95.0,32.0
adrien hunou,59.8,35,1,2.9,59.3,24.0,98.0,32.0
pantxi sirieix,59.8,27,4,14.8,57.6,26.2,100.0,32.0
tarik elyounoussi,59.8,41,4,9.8,58.3,22.7,100.0,32.0
fabrice abriel,59.8,42,1,2.4,59.5,24.0,100.0,33.0
mitchell weiser,59.8,26,4,15.4,57.5,21.5,100.0,36.0
ignazio abate,59.8,38,2,5.3,59.1,24.4,98.0,32.0
janingwer callsenbracker,59.8,72,8,11.1,58.2,23.0,100.0,13.0
nabil ghilas,59.8,58,5,8.6,58.5,23.0,100.0,32.0
felipe seymour,59.8,25,1,4.0,59.2,23.7,100.0,38.0
matthias lehmann,59.8,43,5,11.6,58.1,23.5,95.0,28.0
santiago vergini,59.8,26,1,3.8,59.2,26.3,98.0,13.0
yann jouffre,59.8,243,17,7.0,58.7,23.9,100.0,25.0
blerim dzemaili,59.8,197,24,12.2,58.0,24.5,100.0,30.0
enner valencia,59.7,125,9,7.2,58.7,22.6,100.0,28.0
bruno ecuele manga,59.7,43,4,9.3,58.3,23.3,99.0,13.0
jeandaniel akpa akpro,59.7,58,5,8.6,58.4,23.2,100.0,32.0
lamine sane,59.7,47,3,6.4,58.7,22.9,98.0,32.0
fabien camus,59.7,146,11,7.5,58.6,24.4,100.0,30.0
michael keane,59.7,26,1,3.8,59.1,21.1,98.0,39.0
diego laxalt,59.7,67,6,9.0,58.4,24.2,100.0,32.0
fousseni diawara,59.7,24,4,16.7,57.2,25.2,99.0,27.0
robbie brady,59.7,77,3,3.9,59.1,23.9,100.0,32.0
daniel halfar,59.7,29,1,3.4,59.1,23.5,93.0,13.0
marcel risse,59.7,158,12,7.6,58.5,24.3,100.0,28.0
leonardo bittencourt,59.7,127,9,7.1,58.6,24.7,100.0,31.0
andrea raggi,59.7,39,3,7.7,58.6,23.7,97.0,33.0
floro flores,59.7,48,5,10.4,58.1,24.7,100.0,30.0
yuya osako,59.7,87,6,6.9,58.7,21.9,100.0,34.0
julien faubert,59.7,29,3,10.3,58.2,24.9,99.0,28.0
santiago garcia,59.7,77,7,9.1,58.4,23.4,100.0,13.0
giampiero pinzi,59.6,60,7,11.7,57.8,24.0,100.0,32.0
francois clerc,59.6,45,7,15.6,57.3,25.6,100.0,32.0
pierre de wit,59.6,39,3,7.7,58.4,24.7,98.0,32.0
bosko jankovic,59.6,161,14,8.7,58.3,23.3,100.0,29.0
steven nzonzi,59.6,108,10,9.3,58.2,23.1,100.0,33.0
michael essien,59.6,22,2,9.1,58.2,26.4,97.0,35.0
tolgay arslan,59.6,49,2,4.1,59.0,22.2,100.0,33.0
djibril cisse,59.6,67,3,4.5,58.9,22.7,99.0,35.0
ramires,59.6,68,5,7.4,58.5,22.3,100.0,33.0
hilton,59.6,95,9,9.5,58.2,22.4,99.0,30.0
david lopez,59.6,99,7,7.1,58.6,23.9,100.0,27.0
daniel niculae,59.6,63,6,9.5,58.2,24.5,100.0,29.0
lazaros christodoulopoulos,59.6,117,5,4.3,58.9,23.5,100.0,32.0
daley blind,59.6,39,4,10.3,58.1,22.0,99.0,33.0
jeff louis,59.6,32,1,3.1,59.1,24.1,98.0,31.0
sergej milinkovicsavic,59.6,64,5,7.8,58.4,24.1,98.0,31.0
james chester,59.6,20,5,25.0,55.8,27.2,100.0,13.0
adama diomande,59.6,21,2,9.5,58.2,22.6,100.0,29.0
alexander soderlund,59.6,30,3,10.0,58.1,21.5,97.0,37.0
jannik vestergaard,59.6,85,7,8.2,58.3,23.2,98.0,34.0
dominic maroh,59.6,39,4,10.3,58.0,22.2,99.0,35.0
jack grealish,59.6,28,1,3.6,59.1,22.0,95.0,35.0
herve bazile,59.5,101,9,8.9,58.2,24.5,100.0,26.0
jires kemboekoko,59.5,103,10,9.7,58.0,23.8,100.0,27.0
alberto botia,59.5,29,4,13.8,57.4,28.0,99.0,13.0
clement grenier,59.5,158,14,8.9,58.2,24.6,100.0,25.0
pauljose mpoku,59.5,54,3,5.6,58.6,22.8,100.0,32.0
sone aluko,59.5,39,1,2.6,59.1,23.2,97.0,32.0
coke,59.5,94,9,9.6,58.1,24.2,100.0,27.0
antonio candreva,59.5,556,46,8.3,58.3,24.3,100.0,27.0
piti,59.5,318,29,9.1,58.1,24.3,100.0,28.0
daniele baselli,59.5,103,10,9.7,58.1,23.1,100.0,31.0
aythami,59.5,25,0,0.0,59.5,21.9,99.0,36.0
sebastien roudet,59.5,69,5,7.2,58.4,22.9,100.0,32.0
martin olsson,59.5,21,1,4.8,58.8,26.2,100.0,32.0
victor moses,59.5,93,7,7.5,58.3,23.0,100.0,32.0
mehdi abeid,59.5,31,2,6.5,58.5,22.2,90.0,33.0
joseba llorente,59.5,33,1,3.0,59.1,22.9,100.0,35.0
chris smalling,59.5,50,7,14.0,57.4,21.7,99.0,32.0
marko arnautovic,59.5,319,29,9.1,58.2,23.1,100.0,27.0
saidi ntibazonkiza,59.4,19,1,5.3,61.8,23.5,99.0,35.0
johan djourou,59.4,27,3,11.1,57.7,24.7,99.0,13.0
simone verdi,59.4,88,6,6.8,58.4,23.4,100.0,29.0
lucas leiva,59.4,30,0,0.0,59.4,24.3,100.0,33.0
alfredo morales,59.4,41,2,4.9,58.7,23.2,100.0,33.0
cristian sapunaru,59.4,17,3,17.6,67.2,24.6,98.0,40.0
danilo dambrosio,59.4,71,6,8.5,58.1,22.4,100.0,27.0
ismael bangoura,59.4,24,2,8.3,58.2,22.8,100.0,32.0
kevin kampl,59.4,55,3,5.5,58.6,22.7,100.0,33.0
gustavo cabral,59.4,50,5,10.0,57.9,21.8,97.0,36.0
alex,59.4,102,13,12.7,57.5,24.2,99.0,13.0
cheikh ndoye,59.4,103,11,10.7,57.8,22.7,99.0,26.0
maicon,59.4,88,5,5.7,58.5,24.4,100.0,27.0
eric mouloungui,59.4,55,4,7.3,58.3,23.4,98.0,33.0
ashley williams,59.3,46,4,8.7,58.0,21.8,98.0,36.0
simone padoin,59.3,53,4,7.5,58.2,24.1,100.0,30.0
medhi benatia,59.3,21,2,9.5,57.9,21.9,99.0,39.0
gael danic,59.3,218,19,8.7,58.0,24.4,100.0,27.0
marcelo estigarribia,59.3,89,5,5.6,58.5,23.3,100.0,26.0
jose fonte,59.3,64,4,6.2,58.4,22.0,99.0,31.0
kerem demirbay,59.3,26,3,11.5,57.5,23.8,100.0,33.0
portillo,59.3,19,2,10.5,60.8,26.4,100.0,33.0
eloge enza yamissi,59.3,22,1,4.5,58.6,24.6,99.0,33.0
sergio canales,59.3,158,9,5.7,58.4,23.0,100.0,32.0
bouna sarr,59.3,82,4,4.9,58.6,23.5,100.0,32.0
steed malbranque,59.3,77,6,7.8,58.1,24.1,100.0,32.0
leon andreasen,59.3,87,7,8.0,58.1,24.5,99.0,32.0
alejandro dominguez,59.3,60,5,8.3,58.1,23.5,100.0,29.0
tim matavz,59.3,40,3,7.5,58.2,22.3,99.0,36.0
mamadou sakho,59.2,36,5,13.9,57.1,23.1,97.0,13.0
marco parolo,59.2,324,26,8.0,58.0,23.2,100.0,29.0
luka modric,59.2,129,8,6.2,58.2,22.3,100.0,32.0
kamel chafni,59.2,63,4,6.3,58.3,24.5,100.0,31.0
mubarak wakaso,59.2,20,2,10.0,57.8,23.7,95.0,32.0
romaric,59.2,98,8,8.2,58.0,23.7,100.0,13.0
christian maggio,59.2,71,6,8.5,57.9,23.3,100.0,32.0
enzo roco,59.2,27,3,11.1,57.6,22.8,97.0,13.0
konstantin rausch,59.2,122,8,6.6,58.2,24.3,100.0,25.0
kwadwo asamoah,59.2,112,7,6.2,58.2,24.2,100.0,31.0
juanlu,59.2,54,8,14.8,57.0,24.0,100.0,28.0
thomas heurtaux,59.2,63,10,15.9,56.8,24.3,100.0,32.0
reyes,59.2,70,4,5.7,58.4,23.5,100.0,26.0
thomas mangani,59.2,83,5,6.0,58.3,22.7,95.0,32.0
raphael martinho,59.2,42,2,4.8,58.5,24.8,100.0,29.0
gelson fernandes,59.2,32,4,12.5,57.3,22.5,100.0,33.0
jan polak,59.2,26,1,3.8,58.7,24.7,100.0,35.0
emmanuel badu,59.2,116,10,8.6,57.9,24.4,100.0,26.0
josuha guilavogui,59.2,56,3,5.4,58.4,24.1,100.0,33.0
xherdan shaqiri,59.2,163,17,10.4,57.6,23.5,100.0,29.0
mehmet ekici,59.2,55,3,5.5,58.4,23.0,99.0,32.0
genki haraguchi,59.1,68,3,4.4,58.4,22.7,100.0,32.0
luke shaw,59.1,28,0,0.0,59.1,23.6,95.0,33.0
sigamary diarra,59.1,51,2,3.9,58.5,24.5,97.0,28.0
andoni iraola,59.1,53,3,5.7,58.2,23.0,100.0,25.0
brayan perea,59.1,19,1,5.3,61.4,22.5,100.0,41.0
ryan mason,59.1,77,3,3.9,58.5,24.4,100.0,32.0
geoffrey dernis,59.1,52,6,11.5,57.4,23.8,99.0,33.0
rafa,59.1,28,3,10.7,57.5,27.6,98.0,13.0
heiko westermann,59.1,98,9,9.2,57.7,24.2,100.0,13.0
oscar de marcos,59.1,159,16,10.1,57.6,23.0,100.0,13.0
josef martinez,59.1,97,7,7.2,58.1,22.9,100.0,29.0
thomas partey,59.1,40,6,15.0,56.9,24.5,100.0,29.0
thierry doubai,59.1,34,2,5.9,58.2,23.5,100.0,32.0
moussa sissoko,59.0,211,11,5.2,58.2,24.0,100.0,27.0
victor ruiz,59.0,24,2,8.3,57.8,23.3,97.0,13.0
aldo angoula,59.0,54,5,9.3,57.6,24.3,100.0,13.0
michael ciani,59.0,62,5,8.1,57.8,25.4,99.0,13.0
stephan lichtsteiner,59.0,103,13,12.6,57.1,24.3,100.0,13.0
didier drogba,59.0,30,4,13.3,57.0,24.2,100.0,32.0
ashley young,59.0,51,5,9.8,57.5,22.4,100.0,32.0
younousse sankhare,59.0,132,14,10.6,57.4,23.4,100.0,28.0
niklas hult,59.0,23,2,8.7,57.7,25.5,100.0,32.0
romain philippoteaux,59.0,38,3,7.9,57.8,22.8,98.0,33.0
benoit tremoulinas,59.0,70,4,5.7,58.1,24.3,100.0,13.0
nacho,59.0,59,3,5.1,58.2,22.8,100.0,29.0
nadiem amiri,59.0,60,5,8.3,57.8,21.9,100.0,28.0
alessio romagnoli,59.0,21,3,14.3,56.9,22.5,97.0,30.0
luca caldirola,59.0,25,1,4.0,58.4,20.9,97.0,35.0
sebastian prodl,59.0,78,12,15.4,56.7,22.5,99.0,13.0
ruben garcia,58.9,90,8,8.9,57.6,24.3,100.0,29.0
javier aquino,58.9,34,1,2.9,58.4,24.9,100.0,29.0
apono,58.9,86,15,17.4,56.3,25.1,100.0,25.0
yannis salibur,58.9,120,12,10.0,57.4,25.2,100.0,25.0
yeni ngbakoto,58.9,53,5,9.4,57.5,24.8,100.0,26.0
floyd ayite,58.9,215,21,9.8,57.4,23.1,100.0,27.0
philipp hosiner,58.9,17,1,5.9,68.4,24.1,100.0,35.0
mile jedinak,58.9,72,6,8.3,57.7,22.9,99.0,32.0
jeremy mathieu,58.9,65,9,13.8,56.8,23.5,99.0,13.0
alvaro cejudo,58.9,212,11,5.2,58.1,23.4,100.0,30.0
aaron cresswell,58.9,52,4,7.7,57.7,23.0,100.0,28.0
alessandro gazzi,58.9,41,3,7.3,57.8,24.1,99.0,33.0
claudio marchisio,58.9,251,21,8.4,57.7,24.0,100.0,31.0
edouard cisse,58.9,19,2,10.5,60.4,23.3,97.0,33.0
serge aurier,58.9,124,11,8.9,57.6,23.6,100.0,28.0
winston reid,58.9,45,6,13.3,56.9,22.5,97.0,13.0
victor sanchez,58.9,106,9,8.5,57.6,23.9,100.0,28.0
leonardo blanchard,58.8,21,3,14.3,56.7,20.9,97.0,36.0
hugo almeida,58.8,28,1,3.6,58.3,23.8,100.0,29.0
peniel kokou mlapa,58.8,40,4,10.0,57.4,23.1,98.0,30.0
florian grillitsch,58.8,32,2,6.2,57.8,24.0,100.0,32.0
vincent pajot,58.8,93,3,3.2,58.3,23.5,100.0,29.0
raul albiol,58.8,44,5,11.4,57.0,26.4,98.0,13.0
mario vrancic,58.8,47,5,10.6,57.2,24.1,98.0,30.0
olivier kapo,58.8,25,4,16.0,56.4,23.0,96.0,31.0
nosa,58.8,20,2,10.0,57.3,23.2,98.0,36.0
stephane sessegnon,58.8,121,8,6.6,57.8,21.4,100.0,32.0
jeankevin augustin,58.8,18,2,11.1,63.7,22.5,95.0,34.0
franco brienza,58.8,175,17,9.7,57.3,23.1,100.0,27.0
oscar hiljemark,58.7,38,4,10.5,57.2,23.7,100.0,33.0
sergei krivets,58.7,26,1,3.8,58.1,25.4,100.0,32.0
allan,58.7,88,4,4.5,58.0,24.6,100.0,25.0
juan rodriguez,58.7,61,4,6.6,57.7,24.5,100.0,13.0
mikel rico,58.7,143,13,9.1,57.4,23.3,100.0,27.0
nourredine amrabat,58.7,32,2,6.2,57.8,24.5,100.0,30.0
james tomkins,58.7,43,4,9.3,57.3,23.2,97.0,28.0
gilles sunu,58.7,143,11,7.7,57.5,23.6,100.0,26.0
lamine kone,58.7,78,9,11.5,57.0,23.3,100.0,13.0
oscar trejo,58.7,152,14,9.2,57.3,23.1,100.0,32.0
naldo,58.7,232,19,8.2,57.5,23.2,98.0,13.0
miguel veloso,58.7,63,1,1.6,58.5,24.0,100.0,32.0
jose rodriguez,58.6,21,2,9.5,57.2,23.0,98.0,35.0
diogo figueiras,58.6,43,3,7.0,57.6,23.7,99.0,32.0
mark noble,58.6,89,14,15.7,56.3,23.7,100.0,13.0
ryad boudebouz,58.6,279,27,9.7,57.2,23.6,100.0,27.0
aymeric laporte,58.6,83,7,8.4,57.3,23.3,100.0,13.0
djamel mesbah,58.6,54,3,5.6,57.7,23.7,99.0,32.0
franco vazquez,58.6,262,23,8.8,57.3,22.6,100.0,27.0
abdel barrada,58.6,81,6,7.4,57.5,24.0,100.0,32.0
alejandro arribas,58.6,87,9,10.3,57.1,23.5,100.0,13.0
cani,58.6,68,3,4.4,57.9,24.4,100.0,25.0
piotr trochowski,58.6,83,3,3.6,58.1,23.2,100.0,28.0
alessandro florenzi,58.6,211,21,10.0,57.1,22.9,100.0,27.0
jeremy sorbon,58.6,31,5,16.1,56.2,24.7,99.0,13.0
carles gil,58.5,55,4,7.3,57.5,24.5,99.0,32.0
ronny rodelin,58.5,233,19,8.2,57.3,23.9,100.0,13.0
pablo andres gonzalez,58.5,24,1,4.2,57.9,23.3,99.0,30.0
javad nekounam,58.5,46,5,10.9,56.9,23.3,98.0,32.0
gabriel,58.5,33,2,6.1,57.6,22.9,98.0,35.0
knowledge musona,58.5,33,0,0.0,58.5,22.2,95.0,32.0
ricardo horta,58.5,55,1,1.8,58.2,21.5,95.0,27.0
corentin tolisso,58.5,159,17,10.7,56.9,23.3,100.0,31.0
valter birsa,58.5,150,14,9.3,57.1,23.3,100.0,32.0
alou diarra,58.5,33,4,12.1,56.7,21.4,97.0,33.0
seko fofana,58.5,56,5,8.9,57.1,24.7,100.0,32.0
layvin kurzawa,58.5,102,11,10.8,56.9,22.9,99.0,27.0
jonathan mensah,58.5,26,3,11.5,56.8,26.4,98.0,13.0
benoit pedretti,58.5,73,8,11.0,56.8,23.7,100.0,28.0
jens hegeler,58.4,89,5,5.6,57.5,23.6,100.0,32.0
darko lazovic,58.4,31,1,3.2,57.9,22.7,98.0,34.0
jordi amat,58.4,21,1,4.8,57.7,24.3,97.0,28.0
andrea rispoli,58.4,48,2,4.2,57.7,21.6,95.0,33.0
nicolas spolli,58.4,56,5,8.9,57.1,23.0,98.0,30.0
juan arango,58.4,231,17,7.4,57.3,24.1,100.0,25.0
phil jagielka,58.4,39,4,10.3,56.9,23.5,100.0,26.0
ever banega,58.4,192,14,7.3,57.3,23.2,100.0,32.0
edu oriol,58.4,23,2,8.7,57.1,21.3,100.0,38.0
dorlan pabon,58.4,112,11,9.8,56.9,22.9,100.0,33.0
giacomo bonaventura,58.4,358,29,8.1,57.2,23.1,100.0,30.0
johan elmander,58.4,21,1,4.8,57.7,20.9,97.0,32.0
aaron,58.4,48,1,2.1,58.1,24.2,100.0,31.0
ben mee,58.3,29,4,13.8,56.2,24.0,97.0,32.0
ross barkley,58.3,255,17,6.7,57.3,22.1,100.0,31.0
christian tiffert,58.3,37,2,5.4,57.5,24.6,100.0,32.0
fran rico,58.3,80,10,12.5,56.4,21.8,98.0,32.0
tongo hamed doumbia,58.3,66,6,9.1,56.9,22.9,97.0,31.0
alex bergantinos,58.3,51,3,5.9,57.5,22.6,98.0,32.0
bobby wood,58.3,13,4,30.8,84.2,18.2,100.0,45.0
juan guillermo cuadrado,58.3,272,22,8.1,57.1,23.3,100.0,31.0
jordan veretout,58.3,125,9,7.2,57.2,23.9,97.0,27.0
fernandinho,58.3,103,11,10.7,56.7,23.7,100.0,31.0
alex lopez,58.3,124,8,6.5,57.4,22.2,100.0,32.0
lucas piazon,58.3,17,2,11.8,66.8,24.5,97.0,37.0
duda,58.3,124,5,4.0,57.7,22.2,97.0,29.0
vincent le goff,58.3,18,1,5.6,63.9,26.3,100.0,34.0
marco fabian,58.3,58,3,5.2,57.6,22.2,100.0,32.0
edenilson,58.2,25,0,0.0,58.2,22.8,100.0,32.0
saul,58.2,49,3,6.1,57.3,23.6,99.0,30.0
sebastian kehl,58.2,51,4,7.8,57.1,23.8,98.0,29.0
sven bender,58.2,42,4,9.5,56.7,24.4,97.0,13.0
havard nordtveit,58.2,93,9,9.7,56.7,23.7,100.0,25.0
sebastian leto,58.2,43,3,7.0,57.2,23.7,100.0,34.0
juanpi,58.2,63,6,9.5,56.8,23.9,100.0,32.0
edgar,58.2,38,4,10.5,56.7,24.3,99.0,32.0
mathew leckie,58.2,65,2,3.1,57.8,22.9,100.0,32.0
ivan ramis,58.2,45,4,8.9,56.9,23.7,99.0,29.0
alexander merkel,58.2,21,1,4.8,57.5,25.2,100.0,33.0
andrea mantovani,58.2,21,2,9.5,56.8,24.6,99.0,33.0
aron johannsson,58.2,18,3,16.7,62.2,23.9,95.0,38.0
marquinho,58.2,94,9,9.6,56.7,23.8,100.0,32.0
pione sisto,58.2,14,2,14.3,81.1,22.5,95.0,33.0
rafael dias,58.2,31,1,3.2,57.7,22.7,90.0,33.0
diogo salomao,58.2,20,3,15.0,56.0,22.9,100.0,35.0
rafael toloi,58.1,21,2,9.5,56.7,27.4,97.0,13.0
ilir azemi,58.1,19,1,5.3,60.4,25.7,97.0,35.0
jordon mutch,58.1,83,6,7.2,57.0,22.4,97.0,31.0
mariusz stepinski,58.1,28,3,10.7,56.5,22.5,100.0,35.0
dariusz dudka,58.1,30,2,6.7,57.1,26.1,95.0,25.0
toni kroos,58.1,210,15,7.1,57.0,23.2,100.0,32.0
adrien thomasson,58.1,80,4,5.0,57.4,24.5,99.0,28.0
ferreira reginaldo,58.1,23,3,13.0,56.2,22.5,100.0,32.0
benoit lesoimier,58.1,71,4,5.6,57.2,22.5,100.0,32.0
ellyes skhiri,58.1,29,4,13.8,56.1,24.1,97.0,33.0
daryl janmaat,58.1,63,4,6.3,57.1,23.5,100.0,27.0
fidel,58.1,33,2,6.1,57.2,22.4,97.0,34.0
elvis abbruscato,58.1,26,3,11.5,56.4,24.1,98.0,13.0
mahamane traore,58.1,50,5,10.0,56.6,22.9,99.0,26.0
julian palmieri,58.1,53,6,11.3,56.4,23.9,99.0,29.0
ivaylo chochev,58.1,57,4,7.0,57.0,22.4,97.0,32.0
jeanchristophe bahebeck,58.1,127,10,7.9,56.9,22.7,99.0,30.0
luca paganini,58.0,24,2,8.3,56.7,20.5,95.0,36.0
joel campbell,58.0,126,9,7.1,56.9,22.8,100.0,32.0
francisco portillo,58.0,21,3,14.3,55.8,23.6,97.0,32.0
valentin eysseric,58.0,217,16,7.4,56.9,23.9,100.0,25.0
pedro rios,58.0,52,4,7.7,56.8,24.3,100.0,25.0
mario pasalic,58.0,61,7,11.5,56.3,21.5,100.0,33.0
ceyhun gulselam,58.0,31,1,3.2,57.5,24.5,97.0,28.0
steven pienaar,58.0,25,1,4.0,57.4,22.3,99.0,35.0
thibault giresse,58.0,92,10,10.9,56.4,23.0,100.0,30.0
thiago xavier,58.0,19,2,10.5,59.5,23.7,97.0,35.0
maya yoshida,58.0,17,3,17.6,65.6,24.4,97.0,35.0
manuel schmiedebach,58.0,52,2,3.8,57.4,22.8,100.0,31.0
yoann court,58.0,22,0,0.0,58.0,24.3,100.0,30.0
aleandro rosi,58.0,68,6,8.8,56.6,23.0,100.0,32.0
thomas lemar,57.9,79,13,16.5,55.5,21.6,98.0,32.0
neven subotic,57.9,64,5,7.8,56.7,23.0,97.0,28.0
jordan amavi,57.9,28,6,21.4,54.6,25.9,97.0,13.0
rachid alioui,57.9,51,2,3.9,57.3,24.6,98.0,25.0
vincenzo grifo,57.9,57,3,5.3,57.1,22.3,100.0,32.0
ruben rochina,57.9,179,12,6.7,56.9,24.1,100.0,25.0
bakary sako,57.9,136,6,4.4,57.2,23.4,100.0,25.0
jermaine jones,57.9,65,2,3.1,57.4,22.1,97.0,33.0
steven zuber,57.9,44,5,11.4,56.2,20.7,95.0,34.0
andrea conti,57.9,17,4,23.5,64.6,26.4,98.0,35.0
mirko boland,57.9,32,1,3.1,57.5,23.2,100.0,34.0
moussa konate,57.9,33,1,3.0,57.4,22.1,100.0,31.0
yohan cabaye,57.9,192,14,7.3,56.8,23.5,100.0,26.0
kurt zouma,57.9,49,5,10.2,56.3,22.6,98.0,28.0
daniele gastaldello,57.9,48,6,12.5,56.0,24.0,100.0,27.0
gianluca caprari,57.9,102,6,5.9,57.0,23.2,99.0,32.0
juan iturbe,57.8,123,11,8.9,56.5,23.9,100.0,28.0
lucas biglia,57.8,81,11,13.6,55.7,23.2,100.0,27.0
adama traore,57.8,38,4,10.5,56.2,24.9,100.0,25.0
stefano sturaro,57.8,55,3,5.5,57.0,23.4,100.0,31.0
etienne capoue,57.8,162,16,9.9,56.3,24.1,100.0,28.0
vincenzo rennella,57.8,23,2,8.7,56.5,22.9,98.0,35.0
vincent nogueira,57.8,56,5,8.9,56.4,23.9,98.0,28.0
issiaga sylla,57.8,80,7,8.8,56.5,24.5,100.0,13.0
marcelo,57.8,152,13,8.6,56.5,23.0,100.0,13.0
ronny,57.8,80,3,3.8,57.3,22.6,98.0,31.0
marvin martin,57.8,89,2,2.2,57.5,23.5,99.0,30.0
de las cuevas,57.8,83,4,4.8,57.1,23.3,99.0,33.0
damien da silva,57.8,40,4,10.0,56.3,20.0,98.0,32.0
michael gregoritsch,57.8,83,6,7.2,56.7,23.5,100.0,31.0
dejan lovren,57.8,88,6,6.8,56.7,22.2,98.0,29.0
eric bautheac,57.8,272,26,9.6,56.4,22.7,100.0,25.0
valentin rongier,57.8,25,1,4.0,57.2,24.3,92.0,33.0
hajime hosogai,57.8,33,3,9.1,56.5,22.4,95.0,31.0
jose gaya,57.7,26,1,3.8,57.2,23.0,93.0,33.0
lukas rupp,57.7,100,9,9.0,56.4,22.8,100.0,33.0
andrea mazzarani,57.7,25,1,4.0,57.1,23.6,100.0,32.0
fatih atik,57.7,29,2,6.9,56.7,24.0,100.0,31.0
eljero elia,57.7,85,6,7.1,56.6,23.6,100.0,29.0
bryan oviedo,57.7,23,3,13.0,55.7,24.6,90.0,13.0
jacques zoua daogari,57.7,27,1,3.7,57.2,20.9,100.0,34.0
ramiro funes mori,57.7,32,4,12.5,55.8,24.9,98.0,29.0
fabricio coloccini,57.7,21,3,14.3,55.5,23.0,100.0,13.0
steve sidwell,57.7,48,6,12.5,55.8,22.8,100.0,28.0
carl medjani,57.7,43,6,14.0,55.6,25.4,99.0,13.0
bakaye traore,57.7,42,5,11.9,55.9,20.7,100.0,33.0
oliver fink,57.7,22,3,13.6,55.7,23.3,98.0,33.0
rui fonte,57.7,23,0,0.0,57.7,23.1,100.0,32.0
alvaro gonzalez,57.7,126,8,6.3,56.8,24.1,100.0,13.0
success,57.7,63,6,9.5,56.2,22.9,98.0,28.0
ludovic sane,57.7,26,2,7.7,56.5,23.6,97.0,28.0
mustapha diallo,57.6,35,3,8.6,56.3,22.3,98.0,36.0
jaume costa,57.6,40,4,10.0,56.1,22.3,100.0,32.0
tunay torun,57.6,26,4,15.4,55.3,22.3,100.0,31.0
alex oxladechamberlain,57.6,96,6,6.2,56.7,22.1,100.0,33.0
fede cartabia,57.6,98,5,5.1,56.8,23.3,100.0,25.0
abel,57.6,35,0,0.0,57.6,22.3,90.0,35.0
konstantinos fortounis,57.6,31,0,0.0,57.6,22.9,95.0,32.0
jordan ferri,57.6,99,6,6.1,56.7,23.7,100.0,32.0
eliseu,57.6,94,5,5.3,56.8,23.5,100.0,31.0
lucas digne,57.6,56,5,8.9,56.2,25.0,95.0,32.0
manuel lanzini,57.6,79,10,12.7,55.7,22.7,100.0,32.0
marcel tisserand,57.6,31,1,3.2,57.1,20.4,98.0,31.0
carlos carmona,57.6,105,12,11.4,55.9,22.3,100.0,32.0
mads albaek,57.6,32,2,6.2,56.7,25.4,100.0,32.0
sergi darder,57.6,152,9,5.9,56.7,23.1,100.0,32.0
